dpo_loss,reward,cov_bonus,score,target,value,episode,step
0.6931471824645996,400.5,6.518267883226387,407.0182678832264,X10,-0.61,0,0
0.6664236187934875,63.47720634192228,9.670337589207524,73.1475439311298,X11,1.38,0,1
0.8151662945747375,5.19084346294403,0.4322789404625224,5.623122403406552,X1,-3.5,0,2
0.8130857944488525,6.660486239939926,16.057171886097507,22.717658126037435,X13,-4.355391552463358,0,3
0.2592388689517975,-1.5,3.7605466074228064,2.2605466074228064,X11,1.7341970752570424,0,4
0.26937517523765564,1.412027478218076,2.803970159202264,4.21599763742034,X11,3.069608975485478,0,5
0.21518610417842865,-1.5,7.009949322535013,5.509949322535013,X17,2.3331126533191213,0,6
0.05927823856472969,-1.5,5.35472342979419,3.8547234297941904,X13,-3.8525491578487827,0,7
2.483182668685913,-1.5,4.892897938312878,3.3928979383128777,X13,-2.0657966237807956,0,8
0.5999597907066345,1.1525495164096373,4.2138314637100445,5.366380980119682,X13,0.8559793424006017,0,9
1.5066717863082886,-1.5,6.376216946324127,4.876216946324127,X20,4.569495291212753,0,10
0.11430767178535461,-1.5,4.159970473749162,2.659970473749162,X20,2.530048027435745,0,11
0.597536027431488,2.907558597624302,0.48995475682158957,3.3975133544458913,X3,5.0,0,12
0.0005322105716913939,-0.6735633537173307,4.308634168728446,3.6350708150111153,X20,0.007246619843269464,0,13
0.1547226458787918,-1.2335615120828152,3.743181494658368,2.5096199825755527,X18,3.4193142862934085,0,14
6.359327793121338,3.108916845172644,2.715365572739218,5.824282417911862,X11,-4.551148658491949,0,15
0.29182615876197815,-0.7656310200691223,1.04630005707272,0.2806690370035976,X6,-3.7145081182932635,0,16
0.6661074757575989,-0.4591236151754856,2.7303398402367987,2.271216225061313,X19,1.0024108269672034,0,17
0.4724890887737274,0.028589528053998947,1.5190893449802052,1.5476788730342042,X13,0.8128671431604939,0,18
0.6830319166183472,0.5444573983550067,0.5452615420582994,1.089718940413306,X6,1.668436685546384,0,19
0.12733423709869385,0.9371763989329347,0.45233737161022064,32.619624183522305,X6,3.221367581842955,0,20
0.2724611461162567,0.6424149153593253,1.2666107366652721,33.159690246691135,X13,-0.9745360900652758,0,21
0.014093497768044472,0.1991814326085779,1.316837252521942,32.276604566966704,X13,1.9315972471980567,0,22
0.24220053851604462,0.6242534480988966,1.5809664718942384,32.43879256575075,X19,2.557298704368691,0,23
4.123822212219238,0.6623856648802757,1.171208513789064,34.681935898623586,X8,-0.32928416903139457,0,24
0.007445612922310829,400.5,10.550647161439615,443.0470745693654,X20,3.352320703984299,1,0
0.08738428354263306,14.93643538653851,6.42230502320335,55.41505109134208,X9,1.9764314780412011,1,1
4.725207805633545,-0.8404282294213798,3.1976449518191115,35.46484905031237,X9,-4.079577349648879,1,2
0.05874834954738617,5.212608002126215,11.251878709840168,49.95818746056385,X19,4.501623912861406,1,3
0.055980902165174484,5.646611709147688,4.019788594111532,45.41023245094371,X7,3.949400548367949,1,4
0.7842050194740295,0.3914331607520589,1.946694315136628,39.15409831144072,X22,-2.70733701554698,1,5
0.0001278731506317854,-1.4271779526891064,5.6093439169271395,39.87438012722093,X13,1.7843309564625613,1,6
0.3444228172302246,0.19962605088948937,1.3186925991415877,36.768174991874,X6,2.8004012848397632,1,7
0.3300170600414276,-0.6041012629866609,4.011067156520941,38.927801940115174,X17,1.159369543920775,1,8
2.1606223583221436,-0.15487246587872416,3.814641364070524,39.57767054144365,X10,-3.27245352005522,1,9
1.227184534072876,2.6542449668049812,3.368864087325125,41.899422262796435,X11,-1.5787231582900874,1,10
1.1958297491073608,0.9039946682751183,0.6814335263167903,37.32663027796177,X6,-1.054667094154269,1,11
1.4379754066467285,1.057604013810503,0.5798194135663758,37.26208039943623,X6,-3.0609330299911743,1,12
0.7331753969192505,2.234104022383691,2.4150902204652946,40.0946276289996,X19,-4.685067387418362,1,13
0.40140706300735474,1.363781321793795,1.4924448412322158,38.316375186549045,X10,4.02958245649652,1,14
1.0982980728149414,0.02420515939593315,1.1994018779582172,36.83477663249541,X13,3.945683462081405,1,15
0.6368668675422668,0.04990802512935666,1.0014444564136624,36.365342710826646,X13,4.7018442947794306,1,16
0.7756901979446411,-0.28737796075965905,1.122893356940523,35.83542472633048,X11,-3.819924225023208,1,17
0.11947052925825119,0.050897886776496426,0.8425008830947063,35.79311733152569,X13,2.1208281131278603,1,18
2.733051061630249,0.32635986432432995,1.026485384187604,35.94407310831245,X17,-1.7239421641180144,1,19
0.13559843599796295,0.38353821328350524,0.8915500070118028,36.05959734131462,X11,3.6830123133244737,1,20
1.8134822845458984,0.08140852799214449,0.7156942452606875,35.46027842514623,X11,-0.9032685665708762,1,21
1.573302984237671,0.20531317964196338,1.1218345802238143,36.4526163177317,X18,-1.5814719453639503,1,23
0.8272577524185181,0.1525834225887004,0.648769718099133,35.405314849672564,X13,-2.468346972727816,1,24
1.0970616340637207,400.5,9.67914997368604,444.5039805924039,X20,-1.312827134717589,2,0
0.4145578444004059,18.811547458171844,18.348342021831375,71.73721751803522,X17,-0.40233638577626074,2,2
1.791869878768921,4.384779363870621,4.293605361962784,44.38148564340676,X22,1.2122110813621392,2,3
0.7596240043640137,0.341511234641076,5.5573859450534515,40.94692516238502,X19,2.977835321428838,2,4
1.269291877746582,-1.9295365014645818,15.67133470520099,48.83336419243911,X13,1.1378333365422746,2,5
1.011572003364563,-1.9527355225711758,12.79319308488923,45.68411394167842,X13,-4.544449462178655,2,6
0.7275574803352356,7.724665552613365,10.414994217304379,52.72999161159148,X11,1.2332465090861842,2,7
3.5681638717651367,-1.5,5.588856660718929,38.57735954334717,X10,-4.146581379405721,2,8
0.6476962566375732,-0.12726701423525988,5.641392221453683,40.134943464430044,X17,1.920822988087398,2,9
0.44596123695373535,2.1653732565611374,3.202516539044539,40.05768252114653,X11,3.5352479206029184,2,10
0.07804221659898758,2.1763248816132537,2.749902687836973,40.66194696183889,X8,2.750317967955425,2,11
1.3782548904418945,1.1192570179700851,1.7561882315862876,38.0046826207519,X8,-0.4222342112126203,2,12
0.011554665863513947,-1.8497892004327623,1.8199119244599402,35.10567470673791,X6,1.067593487277433,2,13
0.14656706154346466,1.2846557794162294,1.0995033531705682,37.50514358656775,X6,-4.980573461772036,2,14
1.6339139938354492,-0.9400586104130966,2.6109588767190774,36.748291247936265,X17,4.228744283248583,2,15
