dpo_loss,reward,cov_bonus,score,target,value,episode,step
0.6931471824645996,195.54053685814142,3.7641165586873786,199.3046534168288,X2,-0.680574,0,0
0.5529462099075317,28.749730929732316,11.658058879020023,40.40778980875234,X5,4.25783,0,1
0.5337910056114197,5.082678601145746,4.408818927381867,9.491497528527614,X7,-0.580223,0,2
0.6440850496292114,-1.2853200212121,8.885793249795308,7.6004732285832075,X7,-4.15309,0,3
0.43747496604919434,1.8066278286278243,3.414013145026332,5.220640973654156,X3,-1.852215,0,4
0.4818083643913269,3.732350781559943,1.903954391065139,5.636305172625082,X3,4.18506,0,5
1.1541690826416016,2.448803238570689,4.216086079884,6.664889318454689,X6,0.51,0,6
0.9617136716842651,-0.3092517666518684,11.14506977765964,10.83581801100777,X7,-0.95,0,7
0.19497239589691162,0.7643039897084254,22.87337580895025,23.637679798658674,X9,1.83,0,8
0.06102585047483444,-0.486141707748176,9.765705587341296,9.27956387959312,X7,-1.51,0,9
9.948128717951477e-05,3.1835309863090506,15.419654588107958,18.603185574417008,X9,-0.7,0,10
0.016750268638134003,-1.5,14.103690581524905,12.603690581524905,X9,3.3,0,11
0.6931471824645996,231.46794829517603,4.106459506534447,235.57440780171046,X2,1.5,1,0
0.6931471824645996,16.405340932309624,4.270421363729399,20.675762296039025,X2,1.5,1,1
0.023413371294736862,35.2629423327744,3.8517510660100074,39.11469339878441,X2,-2.6,1,3
0.6931471824645996,11.172164365649222,0.12027795813196557,11.292442323781188,X2,1.5,1,4
0.6931471824645996,6.091292094439269,0.11952175104930576,6.210813845488575,X2,1.5,1,5
0.02079799212515354,-1.5,2.9395071518856457,1.4395071518856457,X9,-0.5215011030105101,1,6
0.6931471824645996,24.598370246589187,0.09006920526899652,24.688439451858184,X2,1.5,1,7
0.6931471824645996,8.606799691915512,0.071409497063045,31.780057095650147,X2,1.5,1,8
0.6931471824645996,14.602127123624085,0.08410235980125032,36.03144429305883,X2,1.5,1,9
0.6931471824645996,14.665844891220328,0.07384888908403277,34.444534994393095,X2,1.5,1,10
0.6931471824645996,188.11182682588694,6.693712058645437,212.97697564651673,X2,1.5,2,0
0.6931471824645996,34.23487641289831,11.733205860312912,62.70418406472102,X2,1.5,2,1
0.6931471824645996,17.49065308645367,8.673486928969456,41.55468284119874,X2,1.5,2,2
